id,duration_s,endpoint_bool,prob_left_zero,prob_noise,prob_repeat,prob_unpadded,prob_variance_across_schemes,max_abs_diff
1913483d-3d2f-48e9-882c-d046139538b0,3.48,False,0.6267910738383624,0.6480581636793223,0.3453210021496124,0.36450013080532084,0.020056063444897937,0.3027371615297099
a0850427-52ec-4db6-a8ab-c01729139b9a,3.68,False,0.5679191572261664,0.565451731202259,0.634444662803859,0.6457385956303505,0.0013638221379037995,0.08028686442809152
2a970f9a-dfbf-4344-ab37-8ab746b07aae,4.96,False,0.39745775248968684,0.38684662516224805,0.3255820336888915,0.30147788143960785,0.0016320645844947284,0.09597987105007899
c791f12f-d90c-47e4-8b1b-2ef65d124ca3,5.888,True,0.5820237359249918,0.5853952997438763,0.5124820964427951,0.5278504703582936,0.0010403799555039899,0.0729132033010812
93c7b73e-c9d4-44d2-a109-d50158f31b3c,0.4,False,1.9660006757509374e-08,8.767922815071902e-07,0.37360546167467085,0.4533870556007231,0.04354033414824124,0.4533870359407164
6bce1986-ca50-48ac-bb12-0501724159da,5.2,False,0.4177231310534696,0.38176847112731993,0.3514739490120704,0.332773898190211,0.0010353738752398,0.08494923286325856
ec6055d3-e90b-419c-8e7d-6038617d724a,2.68,True,0.942311299853246,0.7491867646595427,0.6039700817713607,0.5688924830444938,0.02162736434989642,0.3734188168087522
c2a947a7-2876-4673-a3cf-8dab353d2ceb,4.352,False,0.6477476474406804,0.6505525079682828,0.39979013519107254,0.3651092659099903,0.017933601535598667,0.28544324205829247
18c3c7d9-47e2-4949-8ffa-7d12df885c78,4.96,True,0.891388795898561,0.6365232767159906,0.516985829405914,0.489420381586325,0.025212558579363876,0.401968414312236
613444ec-3c12-40c2-8fed-46d2945c26fc,3.292375,True,0.780307510777897,0.7743566482862828,0.8145933841334024,0.793573138898456,0.00023856436864954614,0.04023673584711962
b5080986-2b15-46b0-9981-29dcdd57e0be,5.24,True,0.8791611584865505,0.8979017679417695,0.8087379855147798,0.7958471714560289,0.0019239592510461917,0.10205459648574056
ae36521c-279d-418b-838f-7a4db43a0180,4.24,True,0.8153546098505765,0.7828480185350348,0.6337064084136915,0.6302799348852275,0.007114835226046438,0.18507467496534902
b91bc2f8-f147-4648-886c-1a089db0b3cb,5.78625,True,0.8115422983303144,0.810742303552877,0.5144980823369959,0.4950559557235961,0.02351225102500946,0.3164863426067183
f8d42eb0-d3ef-4f9d-9d23-3c7fed46c9bb,3.88,False,0.46065639350707505,0.43504851105687004,0.3378790704967825,0.2886118628926525,0.004915137815808367,0.17204453061442254
5904b49f-4437-457d-8f56-0ad22da8b52e,4.24,False,0.7424472784023313,0.6825667814504647,0.32784137532473273,0.2867299493594883,0.041710567094232334,0.45571732904284296
19309018-899a-45cb-8c83-25bfc517ab0f,3.44,False,0.9292143769414614,0.9254686259209443,0.5516042904527634,0.5601958545742042,0.03450316448220429,0.377610086488698
0610ec3b-7fa5-47f6-80d3-ce43b2502470,4.84,True,0.5686459909786239,0.510309437030927,0.3501041125179235,0.33517522368501684,0.010139557234792658,0.23347076729360705
7c88a775-7e59-448c-9e91-4072a92e356b,5.054,False,0.5635626444028204,0.5631182874088771,0.5128063143197844,0.5289026392930534,0.0004836759587871129,0.05075633008303604
6968d71b-5d49-408d-a143-8e842f4be253,4.12,True,0.6532472134311164,0.6504676556081217,0.537394332995641,0.5212093648426637,0.003788677782443862,0.1320378485884527
1aca7fec-a28b-458a-a883-ba3252b7059e,5.68,False,0.4749552159594265,0.4848495476001921,0.43229447547601335,0.41062454672031135,0.0009248277347397596,0.07422500087988076
4e20a317-6b28-482b-b092-5e5797f9134e,5.72,True,0.5564175914941841,0.5551541527278742,0.5379679494376826,0.5146371427094789,0.00028555698107074674,0.041780448784705215
1d10d844-d5d7-4f3a-a2ba-ccaab437d498,5.84,False,0.756648651906054,0.777719903684226,0.7365045906045591,0.7185101430335334,0.0004895390405119062,0.05920976065069261
bba7da66-6473-42c8-a5b2-efd7f7e4cc72,5.04,True,0.5914809570724947,0.5899105248180126,0.5624268152476942,0.5933761331285538,0.0001609641323076996,0.030949317880859528
40d21474-44b1-421d-a675-fe1a0b08428d,3.72,False,0.3385754392322194,0.23412129328988354,0.24636922458861735,0.22129670683935465,0.0021318792925084174,0.11727873239286474
c5c2f657-dad2-428d-ab43-01a8b78d5738,5.4,True,0.7304083971492046,0.7248655739318821,0.6133203233645798,0.5869154997605801,0.004156270756896429,0.14349289738862447
a46f3b51-8c24-4217-b399-bef6e3de3fe4,3.56,False,0.7331299897328629,0.7268189402046931,0.6747950123263422,0.6555686038045713,0.0011007076134970056,0.07756138592829165
d68b3d45-be82-44a5-846a-3f74be4896c5,5.56,True,0.8510684796853082,0.7848120686024924,0.6775474973357926,0.6654965889599309,0.005926466642284638,0.18557189072537728
33b11529-a8a3-4d53-87c3-c26be9c07988,1.536,False,0.13768684897923206,0.1694542511529107,0.29786567055712554,0.30005044513425205,0.0054111244896942155,0.16236359615502
ec039d51-3e08-4796-ae41-0263a053bb1c,2.8,False,0.817489089111717,0.8093173165671077,0.22401100362936124,0.20963371371539483,0.08901136144823671,0.6078553753963222
12e8c958-5d03-4e9a-af08-fdb97e6008dc,5.44,False,0.576732834181714,0.6316277844449993,0.542676273130208,0.5436257246428896,0.001307938810615857,0.08895151131479129
a73a018c-7be6-4fc9-bdc6-81cfa1a7f767,5.8678125,True,0.5645513805800202,0.5639176101966139,0.6143539213191089,0.6216533791035878,0.0007294909712015613,0.05773576890697385
753b0f66-0154-43d7-89e2-36d184206334,4.92,True,0.6746863998595821,0.672466613948478,0.5518090044586424,0.5018987300790442,0.0056938786126464564,0.17278766978053794
3209c578-8fbe-4035-87aa-7a8c2d03236d,3.68,False,0.7517361154342879,0.6873374937388039,0.1524197728348933,0.11144377507205853,0.08704819486494002,0.6402923403622294
035c5495-918f-4b6c-958a-641d4ab78be4,4.6,True,0.8715487600229015,0.8826480425187195,0.6889293748638224,0.6844645373764887,0.00908106868457825,0.19818350514223082
12139fc2-7b36-49c5-b18a-951f6770de0c,2.72,True,0.760446059601225,0.777409475526101,0.5736794757579798,0.5328240308891692,0.011873651386531306,0.24458544463693177
d8c08200-0bc8-4f8c-9569-0ccc806f172c,5.32,True,0.8234675025291769,0.8022258225614546,0.7298404718840601,0.6971212337488655,0.0026586107247674904,0.1263462687803114
df0decd2-fb9d-49d1-a1da-861c86107c62,5.12,True,0.42341302343429676,0.34727529006582714,0.3396230308860002,0.3335089463165769,0.001324119481063782,0.08990407711771986
d98a441d-c7f4-4a37-b33c-aeb06531a1df,5.12,False,0.2556951722357304,0.256084822726394,0.17695967470071353,0.17697975136575336,0.0015571218531537196,0.07912514802568046
42a49c92-e3a5-41d6-b8f4-1ba92f9f7522,4.04,True,0.9145373588059699,0.74524328345246,0.5528770424854254,0.5450499044572272,0.023320191938688686,0.36948745434874264
cc3e792e-bb4b-4401-b6ed-710f43039f44,2.074,True,0.9044737746062541,0.8905182985712128,0.5387342157956299,0.5061882370551392,0.035319526714007426,0.39828553755111495
380a4dfb-c27f-44d3-bbe4-5af0216ba2b1,4.84,False,0.4027183959312604,0.38386732707773735,0.3286195372762513,0.3483594259542323,0.0008439808620639753,0.07409885865500909
3a56b1da-202a-4679-b855-30e7da176081,5.68,True,0.7777305356144794,0.7757326459803071,0.5314324283205032,0.5311815820764089,0.015058813614956076,0.2465489535380705
46a9d69c-647d-4030-90ad-4f2705a20f9e,1.109375,True,0.31014065371822397,0.010230063377755687,0.08076103930864661,0.060868230865329984,0.013289542306252037,0.2999105903404683
0dfaf72d-83d6-4b15-90d6-280ecaa11448,5.84,True,0.8330423831373156,0.8310012610466824,0.75338113715718,0.7466218037257047,0.0016880663671985819,0.08642057941161085
4532fe0f-9fe6-4343-b79c-408bad983cdb,2.592,True,0.9632157369614405,0.9572385126251534,0.7348502884007658,0.6828266118085695,0.01614184020754333,0.28038912515287095
5c0b8ad8-e939-40b2-9c8e-7b472c13f8a9,4.84,False,0.4675169036795296,0.5195457548035688,0.5628872883966657,0.542579719879504,0.0012661492141658312,0.0953703847171361
3ebe7edb-bcbb-4a5f-a6e1-3d1058e6bee8,4.36,True,0.6707983503680276,0.6732607976300939,0.48955002203140524,0.4272065677061858,0.011898313511464526,0.24605422992390813
625802bc-2c0f-46e5-9f65-2f38969e55bb,4.366,False,0.2776131542048726,0.2792099246326535,0.8333903363417094,0.8010485053932717,0.07270955124092854,0.5557771821368369
e9c33c1b-a0ab-42ce-9957-86a7ff0fe6c0,4.2,False,0.5446073882152678,0.5621387507444418,0.49263168647845296,0.4709991212183975,0.0013770394466373534,0.09113962952604426
e4cd64a6-b652-409c-ace4-8a1c56dce680,4.84,False,0.4973761232431679,0.4923988204104024,0.31860226581407614,0.307997126697564,0.008260685374098999,0.18937899654560386
b9ef84fc-f410-4c85-8dec-9c3f167d0de8,4.4,True,0.6851538140563714,0.6797016534572593,0.5877270599564911,0.5731760173423979,0.002629968454188602,0.11197779671397357
219a8502-3842-4a98-817e-03556cf917e9,5.24,True,0.5067058686788769,0.5049466090340137,0.49662210267298673,0.44700850531867753,0.000597261427139913,0.059697363360199374
008db1bc-d645-417c-9343-37fea5020eaf,4.17,False,0.9610499023015686,0.6040469419945982,0.36373508316816594,0.3996286465741444,0.05626593188100411,0.5973148191334027
