id,dataset,synthetic,duration_s,lead_zero_ms,trail_zero_ms,start_amp,end_amp
00006fe3-5331-4db2-b30e-65affe00cfbe,chirp3_1,True,6.16,0.0,0.0,0.005279541015625,0.004364013671875
000081dd-b6dc-420c-be34-57bd8224c18f,liva_1,False,12.9651875,0.0,0.0,6.103515625e-05,0.00390625
0000abee-a101-4a2f-bdb5-aecae1187830,chirp3_2,True,5.04,0.0,0.0,0.006134033203125,0.00421142578125
0001e47c-ff52-46ca-8368-380f2a052bed,chirp3_2,True,6.0,0.0,0.0,0.003021240234375,0.001312255859375
00021667-9e19-4e6b-8f5c-af600d298b73,midcentury_1,False,5.509,0.0,0.0,0.079376220703125,0.006561279296875
00027097-da25-4c47-a43a-5c5d2ffe17d3,chirp3_1,True,12.08,0.0,0.0,0.013275146484375,0.0018310546875
0002ae75-9228-4230-a2df-2040db3507f6,chirp3_2,True,4.48,0.0,0.0,0.00518798828125,0.00616455078125
0002e1f1-d00e-4063-816a-c42932faccb2,chirp3_1,True,7.28,0.0,0.0,9.1552734375e-05,0.000274658203125
0002ee44-0df6-4260-afde-5782d3d2b13c,liva_1,False,10.1578125,0.0,0.0,0.001953125,0.00396728515625
000309d6-6d8c-442e-962a-168c4354ee17,chirp3_1,True,7.6,0.0,0.0,3.0517578125e-05,0.0040283203125
00031c38-c73a-45c0-af61-b99fd7230fb4,chirp3_2,True,2.68,0.0,0.0,0.00054931640625,0.000274658203125
000370e9-9e71-4079-8030-079044dd5c01,chirp3_1,True,5.84,0.0,0.0,0.0010986328125,0.00042724609375
000395cd-4871-4827-ba7c-0bf3ab6ef0ac,chirp3_2,True,11.52,0.0,0.0,0.005279541015625,0.002777099609375
00041845-3075-4939-b22a-e158d6e286d4,chirp3_1,True,7.84,0.0,0.0,0.000701904296875,0.000579833984375
00042d88-194b-4dd9-b57b-ff58195704c3,chirp3_1,True,12.52,0.0,0.0,0.0006103515625,0.00048828125
00042d89-9bd0-4c19-afb8-7373ec57f30e,chirp3_1,True,7.48,0.0,0.0,0.0030517578125,0.00421142578125
00043f22-043b-4c18-a5b0-40b85d771df1,liva_1,False,10.124125,0.0,0.0,0.00665283203125,0.000946044921875
00054cf4-e4a9-498a-8816-41dd0c69ca3b,midcentury_1,False,4.908375,0.0,0.0,0.002349853515625,0.008544921875
00058036-56ee-411f-9c3b-cfb6c3de6215,chirp3_1,True,11.0,0.0,0.0,0.00872802734375,0.04083251953125
0005bf20-0d33-428e-bae0-f45b758ceefd,liva_1,False,11.5124375,0.0,0.0,0.001708984375,0.00067138671875
0005c7c1-415f-4a12-a226-ad49724f4582,chirp3_2,True,2.24,0.0,0.0,0.003143310546875,0.0001220703125
0005f00b-437a-42f6-b057-603f4bfad2c4,chirp3_2,True,9.4,0.0,0.0,0.000823974609375,0.003997802734375
0005f388-7ed9-4700-ae5f-0a15059a02dc,chirp3_2,True,4.96,0.0,0.0,0.00140380859375,0.005615234375
0006b31b-e955-4346-bc62-1966fec6f549,midcentury_1,False,3.406875,0.0,0.0,0.00213623046875,0.008026123046875
0006c6b0-9b19-461f-8517-ff8b494d558a,chirp3_2,True,7.92,0.0,0.0,0.000335693359375,0.0009765625
0006e83b-da40-4c89-9684-2608baaeb7fb,chirp3_2,True,9.08,0.0,0.0,0.016815185546875,0.0032958984375
0006f11b-252e-44ed-857f-470e29cc475d,rime_2,True,5.4334375,0.0,0.0,0.0006103515625,0.000762939453125
00075fff-65af-40d7-a609-080d7b773e36,chirp3_1,True,4.12,0.0,0.0,0.011138916015625,0.051849365234375
00079349-93fc-49fa-9cfa-07b578b6e6e8,chirp3_1,True,6.72,0.0,0.0,0.003570556640625,0.01715087890625
0007a870-7ff3-4b5c-b7ab-78ac6f06aa7c,chirp3_2,True,8.08,0.0,0.0,9.1552734375e-05,0.0087890625
0007cbe7-13a3-4db8-a402-83c177c774a0,chirp3_1,True,5.88,0.0,0.0,0.009002685546875,0.000701904296875
0007fc28-e75c-4203-bba3-fca70ed4bc7c,liva_1,False,14.6998125,0.0,0.0,0.002197265625,0.00018310546875
00084e3c-d246-4afb-8571-775197821c2d,chirp3_2,True,5.04,0.0,0.0,0.0106201171875,0.002593994140625
0008b352-b34d-493c-ba3f-8cf615a6fbdb,chirp3_1,True,6.16,0.0,0.0,0.002288818359375,0.000244140625
000a547c-8179-45bb-9227-9e6dc9ba09db,rime_2,True,6.815,0.0,0.0,0.003204345703125,0.00042724609375
000a6785-f42c-4e5f-9d9d-d0c389cb658d,chirp3_2,True,7.16,0.0,0.0,0.00091552734375,3.0517578125e-05
000ab56f-81e3-4b9c-8de8-af596ef9fe56,chirp3_1,True,14.96,0.0,0.0,0.012481689453125,0.0067138671875
000b04dc-a6e9-4775-b2b8-47befe2a2b74,chirp3_1,True,7.64,0.0,0.0,0.01177978515625,0.009490966796875
000b4815-4305-4bd8-a589-48d19e4eea24,chirp3_1,True,7.16,0.0,0.0,0.02496337890625,0.005615234375
000bd4ec-b5f9-4507-b16e-856d432ed464,chirp3_1,True,7.36,0.0,0.0,0.0072021484375,0.03155517578125
000be3a6-6ab4-488d-b1a5-7d580cc1fa94,midcentury_1,False,3.117,0.0,0.0,0.0238037109375,0.00146484375
000c4022-e00f-4f52-869b-059df1de458a,chirp3_1,True,11.72,0.0,0.0,0.003265380859375,0.00067138671875
000c460d-d307-422c-b3a0-39ca7d71c649,chirp3_1,True,6.44,0.0,0.0,0.0343017578125,0.0340576171875
000c4ea0-95c1-4587-8313-a8b51050fb1e,chirp3_1,True,6.0,0.0,0.0,0.004486083984375,0.000274658203125
000c603d-df2b-42ec-8b63-11ffd5dd9309,chirp3_1,True,4.76,0.0,0.0,0.011810302734375,0.004119873046875
000c8197-2d2d-4c62-a75e-816960e38c94,chirp3_1,True,4.12,0.0,0.0,0.031402587890625,0.01458740234375
000c9790-2221-4b1a-aec4-114a494a0c30,chirp3_2,True,2.68,0.0,0.0,0.002716064453125,0.00177001953125
000cbed0-28da-40ff-a51c-e234d4dee703,chirp3_1,True,6.6,0.0,0.0,0.000732421875,0.000152587890625
000cefad-30e3-4590-a7b1-a83c0d8eba28,chirp3_1,True,13.0,0.0,0.0,0.0029296875,0.0091552734375
000d52b8-16df-4742-9b2b-a9a58645a9d9,chirp3_1,True,6.04,0.0,0.0,0.0128173828125,0.021026611328125
000d5bdf-6d25-45a4-ad7a-42acea9f6816,midcentury_1,False,5.2155625,0.0,0.0,0.004730224609375,0.00616455078125
000dae34-596a-4958-9eda-c69f90369ca1,chirp3_2,True,12.24,0.0,0.0,0.000274658203125,0.001617431640625
000dae9f-157b-47af-a27d-012c99cc71cb,chirp3_1,True,3.92,0.0,0.0,0.024505615234375,0.049468994140625
000dbf35-30cd-4737-b5c1-8efe885576c3,chirp3_1,True,3.04,0.0,0.0,0.0025634765625,0.001495361328125
000e3c4d-515c-4ddc-8bd1-f07d50fce3c4,chirp3_1,True,8.88,0.0,0.0,0.0001220703125,0.003021240234375
000e4dcd-1033-47ed-b199-4db780d698d4,chirp3_1,True,7.64,0.0,0.0,0.023956298828125,0.00299072265625
000e4fe1-9677-4894-8ffa-e86b2aff28b1,chirp3_1,True,4.04,0.0,0.0,0.002197265625,0.00128173828125
000e690f-7d7d-4385-9645-acced48a24f2,chirp3_1,True,6.44,0.0,0.0,0.0107421875,0.0096435546875
000ee09a-9de8-4c96-8005-81b2ff48498c,liva_1,False,13.3289375,0.0,0.0,0.006011962890625,0.0205078125
000f8454-1e16-434b-bbaf-26bc9dfcb2d5,chirp3_2,True,6.96,0.0,0.0,0.001678466796875,0.006744384765625
000f8ebb-49ec-4a7b-96f8-6c3260129e9e,chirp3_1,True,6.96,0.0,0.0,6.103515625e-05,0.000152587890625
