id,dataset,synthetic,endpoint_bool,tail_flatness,tail_centroid_hz,tail_rms
019ef7ab-7382-43f2-a03c-f29546612aae,liva_1,False,False,0.020024839788675308,1529.9637509057793,0.12820687890052795
010f1cdd-47ee-4482-a9cb-ba5f9fc7a41e,chirp3_1,True,False,0.01045004278421402,1418.9799217928278,0.10698768496513367
01a2f695-0fd3-47f9-a083-646329968a63,liva_1,False,True,0.041682641953229904,1720.6417568614088,0.09304836392402649
003ab093-41fd-4397-8434-8631150407f9,human_convcollector_1,False,False,0.027986306697130203,1741.450133651963,0.04231715574860573
0245a20e-59c4-4b9c-ac74-8a001f22a7e2,human_convcollector_1,False,False,0.02905815653502941,1714.9557636319528,0.149671271443367
00fe905d-6009-4bbb-a811-0bd4257225f3,chirp3_2,True,False,0.014470415189862251,1193.7188305496663,0.05915245786309242
0145abf7-8f03-4689-ba2a-04d39ba9ec8a,liva_1,False,True,0.020944705232977867,1332.0424410013648,0.04140997678041458
01e50f3a-5f4d-4e5a-8714-21ef5d8d7e5c,chirp3_2,True,False,0.0125802680850029,1208.710599653079,0.07337749004364014
005d15f2-6d6b-44e7-abc0-8c64f1a593a2,chirp3_1,True,False,0.0026058044750243425,637.7618988468217,0.059869855642318726
025aa3d2-ca04-4b53-a27b-31b166097fac,chirp3_1,True,True,0.03128450736403465,1661.2123014999456,0.08178668469190598
020a0088-23fd-4d3a-a8e3-a96b35af7873,chirp3_2,True,False,0.00269300676882267,698.0574341117422,0.1550852507352829
000dae9f-157b-47af-a27d-012c99cc71cb,chirp3_1,True,False,0.059147197753190994,1771.6738641921709,0.09191395342350006
00923100-6c76-432d-9471-0373fcb2b823,chirp3_2,True,False,0.015328922308981419,1393.2343698079983,0.09017039835453033
019779aa-12da-488c-976a-8330e92a594b,chirp3_1,True,True,0.0245702862739563,1675.6067209158687,0.06778073310852051
02856793-d72c-4e1c-88e5-0e6a8ed9daa3,chirp3_1,True,False,0.007979259826242924,1137.2038398762124,0.06876042485237122
00cd00b4-8f0d-46b3-8a66-f9793467943f,chirp3_1,True,True,0.003178805811330676,1086.9167508952426,0.07904109358787537
00f44481-57f3-4dab-8387-850b84d40ec4,chirp3_2,True,False,0.006308204960078001,930.7684349627542,0.05091666430234909
006d8994-65ab-490f-9e19-97dc778e4d4c,mundo_1,False,False,0.01626983843743801,1629.0199838903375,0.1960168331861496
027e2e0e-a3aa-4cd8-ad54-656b38ea5994,chirp3_1,True,False,0.0072109997272491455,969.4821253963457,0.049751706421375275
0250e41f-d8e6-477a-a9c1-96894ace4ecf,chirp3_1,True,True,0.00778851518407464,1315.9323633589145,0.06574340164661407
000c603d-df2b-42ec-8b63-11ffd5dd9309,chirp3_1,True,True,0.04423459246754646,1623.470181679237,0.09407390654087067
0043c465-71a9-488e-bb23-0db84b5330e6,chirp3_1,True,True,0.027735911309719086,2255.249039303266,0.13460516929626465
00d051b8-632d-415c-b3ca-3581e5b9941e,chirp3_2,True,False,0.05633077025413513,2393.9401242423974,0.05493394285440445
01dfc87a-72b1-43c4-b603-ba48bcc59cfb,midcentury_1,False,True,0.06717347353696823,2153.0725208187837,0.01867399550974369
013c4203-4f45-44f5-a719-ff36a1a76cb2,chirp3_1,True,True,0.028966514393687248,1892.6095725619812,0.0611802376806736
029c15b4-3479-49ed-9e39-19444abf573f,chirp3_1,True,False,0.0019414190901443362,1169.141749161715,0.1376054286956787
0261f521-af5a-4b58-96d7-23f20c9d6976,chirp3_1,True,False,0.013925135135650635,1204.1390753058674,0.14181245863437653
0115acb5-eb13-4e28-9b58-d2f92be51060,chirp3_1,True,False,0.011884024366736412,1258.115825324924,0.051135946065187454
004557da-dfa3-4a0d-b719-c0539b529b60,chirp3_2,True,True,0.009064655750989914,1247.117525892749,0.05772024765610695
0119a346-2a85-4d29-905d-8708e2ced7ab,liva_1,False,True,0.019655222073197365,1158.443814115063,0.04006599634885788
00e6f443-20e6-49f7-a95d-aeb85b96364b,chirp3_1,True,True,0.051826685667037964,2134.0900211123353,0.042204003781080246
018192be-bc3c-43cb-bb5f-bcc9c9ea83a2,chirp3_1,True,True,0.030525272712111473,1710.718654555034,0.11103574186563492
00aa4a1c-6e26-4611-8997-1b4663c4ae3c,chirp3_1,True,False,0.020323269069194794,1340.7651885581529,0.07819113880395889
02923e35-8c7b-4e63-8fdf-cbc618f6c7e3,chirp3_2,True,True,0.023973556235432625,1482.7758119690627,0.10311613231897354
0044a2d2-abb1-4f2e-b347-052e7c70e763,chirp3_1,True,True,0.055101893842220306,2257.905451996544,0.06868629157543182
00b3e097-e277-4bb6-8d76-ce4e7e052c22,chirp3_1,True,True,0.08968667685985565,2065.500118036222,0.06883600354194641
01ebd76f-e492-4b07-a6b3-3bbab905926a,chirp3_2,True,True,0.05525757372379303,1780.0270311343133,0.08792143315076828
004a8f5d-3fce-4f52-a086-fe8df18935a0,chirp3_2,True,False,0.004099941346794367,854.1632553924475,0.08211052417755127
